"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"RELIANCE","Reliance Industries Limited","7(2)","Poornima Dileep Choksi","Immediate relative","Equity Shares","1464","0",,"1064","1678406","Pledge Revoke","Equity Shares","1464","0","05-Jan-2026","05-Jan-2026","07-Jan-2026","Revokation of Pledge","-","-","0","0","0","0","NA","-","09-Jan-2026 20:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192878_1597950_09012026081520_WEB.xml"
"ALUWIND","ALUWIND INFRA-TECH LIMITED","7(2)","Mangla Murli Kabra","Promoter Group","Equity Shares","18000","0.07",,"3000","203775","Buy","Equity Shares","21000","0.08","06-Jan-2026","07-Jan-2026","07-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","09-Jan-2026 18:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192876_1597892_09012026065833_WEB.xml"
"SONATSOFTW","Sonata Software Limited","7(2)","Sonata Software Limited Employee Welfare Trust","Other","Equity Shares","3140052","1.12",,"99843","35994139","Buy","Equity Shares","3239895","1.16","06-Jan-2026","07-Jan-2026","08-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","09-Jan-2026 18:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192874_1597835_09012026062748_WEB.xml"
"SANGANI","Sangani Hospitals Limited","7(2)","KAMALKUMAR NATAVARLAL SANGANI","Promoters","Equity Shares","3311663","24.04",,"40500","1974375","Buy","Equity Shares","3352163","24.33","09-Jan-2026","09-Jan-2026","09-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","09-Jan-2026 18:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192873_1597823_09012026062245_WEB.xml"
"SHEEL","Sheel Biotech Limited","7(2)","Satya Narayan Chandak","Promoters","Equity Shares","1509550","7.42",,"6000","432900","Buy","Equity Shares","1515550","7.45","08-Jan-2026","08-Jan-2026","08-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","09-Jan-2026 18:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192872_1597786_09012026060811_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","Souvik Shyam","-","Equity Shares","20000","0.01",,"10000","16495614","Sell","Equity Shares","10000","0.01","31-Dec-2025","31-Dec-2025","09-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","09-Jan-2026 17:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192868_1597732_09012026054715_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","Souvik Shyam","-","Equity Shares","25200","0.01",,"5200","8710123","Sell","Equity Shares","20000","0.01","30-Dec-2025","30-Dec-2025","08-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","09-Jan-2026 17:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192868_1597732_09012026054715_WEB.xml"
"NEWJAISA","Newjaisa Technologies Limited","7(2)","Mukunda Raghavendra","Promoters","Equity Shares","751562","2.11",,"45000","995048","Sell","Equity Shares","706562","1.98","08-Jan-2026","08-Jan-2026","08-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","09-Jan-2026 17:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192865_1597710_09012026053509_WEB.xml"
"NEWJAISA","Newjaisa Technologies Limited","7(2)","Mukunda Raghavendra","Promoters","Equity Shares","795062","2.23",,"43500","1054375","Sell","Equity Shares","751562","2.11","07-Jan-2026","07-Jan-2026","07-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","09-Jan-2026 17:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192863_1597674_09012026052504_WEB.xml"
"MAHLOG","Mahindra Logistics Limited","7(2)","Rajesh Shetty","Employees/Designated Employees","Equity Shares","28647","0.03",,"6243","62430","Buy","Equity Shares","34890","0.04","07-Jan-2026","07-Jan-2026","08-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","09-Jan-2026 15:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192859_1597484_09012026034844_WEB.xml"
"MAHLOG","Mahindra Logistics Limited","7(2)","Sreenivas Pamidimukkala","Employees/Designated Employees","Equity Shares","10234","0.01",,"4917","49170","Buy","Equity Shares","15151","0.02","07-Jan-2026","07-Jan-2026","08-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","09-Jan-2026 15:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192859_1597484_09012026034844_WEB.xml"
"MAHLOG","Mahindra Logistics Limited","7(2)","Saurav Chakraborty","Employees/Designated Employees","Equity Shares","11703","0.01",,"6104","61040","Buy","Equity Shares","17807","0.02","07-Jan-2026","07-Jan-2026","08-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","09-Jan-2026 15:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192859_1597484_09012026034844_WEB.xml"
"MAHLOG","Mahindra Logistics Limited","7(2)","Prasanna Vikas Pahade","Employees/Designated Employees","Equity Shares","11237","0.01",,"5656","56560","Buy","Equity Shares","16893","0.02","07-Jan-2026","07-Jan-2026","08-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","09-Jan-2026 15:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192859_1597484_09012026034844_WEB.xml"
"DHARARAIL","Dhara Rail Projects Limited","7(2)","Medha Family Office LLP","Promoter Group","Equity Shares","58000","0.38",,"61000","7613142","Buy","Equity Shares","119000","0.78","07-Jan-2026","08-Jan-2026","08-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","09-Jan-2026 11:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192855_1597213_09012026114738_WEB.xml"
"TAC","TAC Infosec Limited","7(2)","Trishneet Arora","Promoters","Equity Shares","11324260","53.86",,"1200","812320","Buy","Equity Shares","11325460","53.86","08-Jan-2026","08-Jan-2026","09-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","09-Jan-2026 07:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192853_1597123_09012026072248_WEB.xml"
"BIKEWO","Bikewo Green Tech Limited","7(2)","MANIDEEP KATEPALLI","Promoters","Equity Shares","458750","3.51",,"58000","1197900","Sell","Equity Shares","400750","3.07","17-Nov-2025","02-Jan-2026","06-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","08-Jan-2026 19:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192851_1597051_08012026070416_WEB.xml"
"ANNAPURNA","Annapurna Swadisht Limited","7(2)","Ritesh Shaw","Promoters","Equity Shares","7405000","33.93",,"10000","1874000","Buy","Equity Shares","7415000","33.98","06-Jan-2026","06-Jan-2026","08-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","08-Jan-2026 19:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192849_1597042_08012026070104_WEB.xml"
"ANNAPURNA","Annapurna Swadisht Limited","7(2)","Ritesh Shaw","Promoters","Equity Shares","7400000","33.96",,"5000","934650","Buy","Equity Shares","7405000","33.98","06-Jan-2026","06-Jan-2026","08-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","08-Jan-2026 18:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192846_1597026_08012026065105_WEB.xml"
"PURVFLEXI","Purv Flexipack Limited","7(2)","RAJEEV GOENKA","Promoters","Equity Shares","2572170","12.26",,"14400","1051880","Buy","Equity Shares","2586570","12.32","05-Jan-2026","07-Jan-2026","07-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","08-Jan-2026 18:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192842_1596969_08012026062038_WEB.xml"
"PANACHE","Panache Digilife Limited","7(2)","Amit D Rambhia","Promoters","Equity Shares","2800000","18.39",,"393000","31833000","Buy","Equity Shares","3193000","19.94","05-Jan-2026","05-Jan-2026","07-Jan-2026","Preferential Offer","-","-","0","0","0","0","NA","-","08-Jan-2026 18:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192840_1596960_08012026061542_WEB.xml"
"PANACHE","Panache Digilife Limited","7(2)","Nikit D Rambhia","Promoters","Equity Shares","2800000","18.39",,"393000","31833000","Buy","Equity Shares","3193000","19.94","05-Jan-2026","05-Jan-2026","07-Jan-2026","Preferential Offer","-","-","0","0","0","0","NA","-","08-Jan-2026 18:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192840_1596960_08012026061542_WEB.xml"
"UMA","Uma Converter Limited","7(2)","SUMER RAJ LODHA","Promoters","Equity Shares","4050188","19.98",,"12000","243917","Buy","Equity Shares","4062188","20.04","06-Jan-2026","07-Jan-2026","08-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","08-Jan-2026 17:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192836_1596919_08012026055105_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","GIRISHKUMAR OCHCHHAVLAL RAVAL","Promoters","Equity Shares","5950581","31.98",,"2500","94150","Buy","Equity Shares","5953081","32","07-Jan-2026","07-Jan-2026","08-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","08-Jan-2026 16:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192830_1596783_08012026041734_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","8005682","0.3",,"2168","3513894","Sell","Equity Shares","8003514","0.3","07-Jan-2026","07-Jan-2026","07-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","08-Jan-2026 15:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192828_1596746_08012026035129_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","8008315","0.3",,"2633","4213590","Sell","Equity Shares","8005682","0.3","06-Jan-2026","06-Jan-2026","07-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","08-Jan-2026 15:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192828_1596746_08012026035129_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","8012652","0.3",,"4337","7113547","Sell","Equity Shares","8008315","0.3","03-Jan-2026","03-Jan-2026","06-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","08-Jan-2026 15:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192828_1596746_08012026035129_WEB.xml"
"TAC","TAC Infosec Limited","7(2)","Trishneet Arora","Promoters","Equity Shares","11321860","53.85",,"2400","1720860","Buy","Equity Shares","11324260","53.86","07-Jan-2026","07-Jan-2026","08-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","08-Jan-2026 14:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192825_1596639_08012026023621_WEB.xml"
"TIRUPATIFL","Tirupati Forge Limited","7(2)","Chetna Mukeshbhai Thumar","Promoter Group","Equity Shares","16597800","13.36",,"1250000","30000000","Buy","Equity Shares","17847800","14.22","06-Jan-2026","06-Jan-2026","08-Jan-2026","Preferential Offer","-","-","0","0","0","0","NSE","-","08-Jan-2026 13:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192823_1596589_08012026011456_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Info Edge Employees Stock Option Plan Trust","Other","Equity Shares","920240","0.14",,"1190","2380","Sell","Equity Shares","919050","0.14","07-Jan-2026","07-Jan-2026","07-Jan-2026","ESOP","-","-","0","0","0","0","NA","-","08-Jan-2026 11:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192821_1596487_08012026112913_WEB.xml"
"TEJASCARGO","Tejas Cargo India Limited","7(2)","Manish Bindal","Promoters","Equity Shares","9003406","37.68",,"800","240324","Buy","Equity Shares","9004206","37.69","05-Jan-2026","05-Jan-2026","06-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","08-Jan-2026 10:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192819_1596460_08012026105640_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Vishnu Prakash Punglia","Promoters","Equity Shares","10675000","8.56",,"400000","22176000","Pledge","Equity Shares","10675000","8.56","30-Dec-2025","30-Dec-2025","05-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","07-Jan-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192813_1596062_07012026034137_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Kamal Kishor Pungalia","Promoters","Equity Shares","5650000","4.53",,"4750000","279252500","Pledge","Equity Shares","5650000","4.53","26-Dec-2025","26-Dec-2025","05-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","07-Jan-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192813_1596062_07012026034137_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Manohar Lal Punglia","Promoters","Equity Shares","8220000","6.59",,"1000000","61330000","Pledge","Equity Shares","8220000","6.59","24-Dec-2025","24-Dec-2025","05-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","07-Jan-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192813_1596062_07012026034137_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Manohar Lal Punglia","Promoters","Equity Shares","8220000","6.59",,"500000","29395000","Pledge","Equity Shares","8220000","6.59","26-Dec-2025","26-Dec-2025","05-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","07-Jan-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192813_1596062_07012026034137_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Manohar Lal Punglia","Promoters","Equity Shares","8220000","6.59",,"100000","5512000","Pledge","Equity Shares","8220000","6.59","29-Dec-2025","29-Dec-2025","05-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","07-Jan-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192813_1596062_07012026034137_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Manohar Lal Punglia","Promoters","Equity Shares","8220000","6.59",,"794011","41971421","Pledge Revoke","Equity Shares","8220000","6.59","31-Dec-2025","31-Dec-2025","05-Jan-2026","Revokation of Pledge","-","-","0","0","0","0","NA","-","07-Jan-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192813_1596062_07012026034137_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Manohar Lal Punglia","Promoters","Equity Shares","8220000","6.59",,"80000","4228800","Pledge Revoke","Equity Shares","8220000","6.59","31-Dec-2025","31-Dec-2025","05-Jan-2026","Revokation of Pledge","-","-","0","0","0","0","NA","-","07-Jan-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192813_1596062_07012026034137_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Manohar Lal Punglia","Promoters","Equity Shares","8220000","6.59",,"98211","5191433","Pledge Revoke","Equity Shares","8220000","6.59","31-Dec-2025","31-Dec-2025","05-Jan-2026","Revokation of Pledge","-","-","0","0","0","0","NA","-","07-Jan-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192813_1596062_07012026034137_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Manohar Lal Punglia","Promoters","Equity Shares","8220000","6.59",,"145000","7664700","Pledge Revoke","Equity Shares","8220000","6.59","31-Dec-2025","31-Dec-2025","05-Jan-2026","Revokation of Pledge","-","-","0","0","0","0","NA","-","07-Jan-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192813_1596062_07012026034137_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Manohar Lal Punglia","Promoters","Equity Shares","8220000","6.59",,"83000","4387380","Pledge Revoke","Equity Shares","8220000","6.59","31-Dec-2025","31-Dec-2025","05-Jan-2026","Revokation of Pledge","-","-","0","0","0","0","NA","-","07-Jan-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192813_1596062_07012026034137_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Vishnu Prakash Punglia","Promoters","Equity Shares","10675000","8.56",,"4750000","279252500","Pledge","Equity Shares","10675000","8.56","26-Dec-2025","26-Dec-2025","05-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","07-Jan-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192813_1596062_07012026034137_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Vishnu Prakash Punglia","Promoters","Equity Shares","10675000","8.56",,"2600000","143312000","Pledge","Equity Shares","10675000","8.56","29-Dec-2025","29-Dec-2025","05-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","07-Jan-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192813_1596062_07012026034137_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Sanjay Kumar Punglia","Promoters","Equity Shares","5649883","4.53",,"4750000","261820000","Pledge","Equity Shares","5649883","4.53","29-Dec-2025","29-Dec-2025","05-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","07-Jan-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192813_1596062_07012026034137_WEB.xml"
"VPRPL","Vishnu Prakash R Punglia Limited","7(2)","Ajay Pungalia","Promoters","Equity Shares","6650000","5.34",,"4750000","279252500","Pledge","Equity Shares","6650000","5.34","26-Dec-2025","26-Dec-2025","05-Jan-2026","Pledge Creation","-","-","0","0","0","0","NA","-","07-Jan-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192813_1596062_07012026034137_WEB.xml"
"DHARARAIL","Dhara Rail Projects Limited","7(2)","Medha Family Office LLP","Promoter Group","Equity Shares","Nil","0",,"58000","7535360","Buy","Equity Shares","58000","0.38","06-Jan-2026","06-Jan-2026","06-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","07-Jan-2026 13:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192809_1595966_07012026013545_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","GIRISHKUMAR OCHCHHAVLAL RAVAL","Promoters","Equity Shares","5945581","31.96",,"5000","185500","Buy","Equity Shares","5950581","31.98","06-Jan-2026","06-Jan-2026","07-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","07-Jan-2026 11:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192804_1595884_07012026115452_WEB.xml"
"GSTL","Globesecure Technologies Limited","7(2)","RAGAVAN RAJKUMAR","Promoters","Equity Shares","3123880","19.6",,"121000","1694000","Buy","Equity Shares","3244880","20.36","14-Dec-2025","02-Jan-2026","05-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","06-Jan-2026 17:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192800_1595631_06012026051049_WEB.xml"
"SRIVASAVI","Srivasavi Adhesive Tapes Limited","7(2)","Anil Kumara Dasa Nagaraju","Promoters","Equity Shares","7417366","52.33",,"12000","653100","Buy","Equity Shares","7429366","52.41","02-Jan-2026","02-Jan-2026","06-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","06-Jan-2026 17:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192798_1595625_06012026050547_WEB.xml"
"HOMESFY","Homesfy Realty Limited","7(2)","Ashish Kukreja","Promoters","Equity Shares","1541112","47.77",,"600","97200","Buy","Equity Shares","1541712","47.79","05-Jan-2026","06-Jan-2026","06-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","06-Jan-2026 16:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192796_1595605_06012026045020_WEB.xml"
"SONATSOFTW","Sonata Software Limited","7(2)","Sonata Software Limited Employee Welfare Trust","Other","Equity Shares","3073907","1.1",,"66145","24005612","Buy","Equity Shares","3140052","1.12","01-Jan-2026","02-Jan-2026","05-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","06-Jan-2026 16:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192794_1595530_06012026040439_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","GIRISHKUMAR OCHCHHAVLAL RAVAL","Promoters","Equity Shares","5940581","31.93",,"5000","184950","Buy","Equity Shares","5945581","31.96","05-Jan-2026","05-Jan-2026","06-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","06-Jan-2026 15:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192792_1595475_06012026033000_WEB.xml"
"VINSYS","Vinsys It Services India Limited","7(2)","Karan Vikrant Patil","Promoter Group","Equity Shares","599000","4.08",,"14000","4963000","Sell","Equity Shares","585000","3.99","01-Jan-2026","01-Jan-2026","05-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","05-Jan-2026 19:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192789_1595209_05012026071649_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","GIRISHKUMAR OCHCHHAVLAL RAVAL","Promoters","Equity Shares","5936581","31.91",,"4000","148880","Buy","Equity Shares","5940581","31.93","02-Jan-2026","02-Jan-2026","05-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","05-Jan-2026 18:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192787_1595161_05012026064229_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","GIRISHKUMAR OCHCHHAVLAL RAVAL","Promoters","Equity Shares","5933581","31.89",,"3000","111090","Buy","Equity Shares","5936581","31.91","01-Jan-2026","01-Jan-2026","05-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","05-Jan-2026 18:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192787_1595161_05012026064229_WEB.xml"
"SHYAMCENT","Shyam Century Ferrous Limited","7(2)","Hari Prasad Agarwala & Ors.","Promoter Group","Equity Shares","570768","0.27",,"3000","18420","Sell","Equity Shares","567768","0.27","31-Dec-2025","31-Dec-2025","02-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","05-Jan-2026 18:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192785_1595157_05012026064104_WEB.xml"
"SHYAMCENT","Shyam Century Ferrous Limited","7(2)","Sumitra Devi Agarwal","Promoter Group","Equity Shares","118517","0.06",,"3630","22288","Sell","Equity Shares","114887","0.05","31-Dec-2025","31-Dec-2025","02-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","05-Jan-2026 18:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192785_1595157_05012026064104_WEB.xml"
"HOMESFY","Homesfy Realty Limited","7(2)","Ashish Kukreja","Promoters","Equity Shares","1540212","47.74",,"900","145800","Buy","Equity Shares","1541112","47.77","02-Jan-2026","05-Jan-2026","05-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","05-Jan-2026 18:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192783_1595143_05012026062609_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","4840819","0.2",,"601","700105","Sell","Equity Shares","4840218","0.2","31-Dec-2025","31-Dec-2025","02-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","05-Jan-2026 18:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192781_1595115_05012026061001_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c","Other","Equity Shares","4840971","0.2",,"152","177065","Sell","Equity Shares","4840819","0.2","31-Dec-2025","31-Dec-2025","02-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","05-Jan-2026 18:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192781_1595115_05012026061001_WEB.xml"
